CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,crimeCaseNumber,Total Incidents
ordinal,ordinal,nominal,nominal,nominal,nominal,nominal,nominal,nominal,nominal,ratio,ratio,vector2,nominal,ratio,ratio
06/28/2018,18:00:00,6D,1100 COVINGTON ST,LARCENY FROM AUTO,O,,943,SOUTHERN,Riverside,-76.60701,39.2771,"(39.2771, -76.60701)",STREET,,1
06/28/2018,18:00:00,6D,100 W OSTEND ST,LARCENY FROM AUTO,O,,943,SOUTHERN,Spring Garden Industrial,-76.61752,39.27459,"(39.27459, -76.61752)",STREET,,1
06/28/2018,18:00:00,6J,5900 RADECKE AVE,LARCENY,I,,441,NORTHEASTERN,Cedonia,-76.53204,39.33069,"(39.33069, -76.53204)",APT/CONDO,,1
06/28/2018,17:50:00,6D,900 GREENMOUNT AVE,LARCENY FROM AUTO,O,,312,EASTERN,Penn-Fallsway,-76.6069,39.30019,"(39.30019, -76.6069)",STREET,,1
06/28/2018,17:24:00,6D,2300 MADISON AVE,LARCENY FROM AUTO,O,,133,CENTRAL,Reservoir Hill,-76.63709,39.31182,"(39.31182, -76.63709)",STREET,,1
06/28/2018,17:00:00,5D,1200 ROUNDHILL RD,BURGLARY,I,,413,NORTHEASTERN,Original Northwood,-76.59668,39.3382,"(39.3382, -76.59668)",GARAGE ON,,1
06/28/2018,17:00:00,6E,4500 PARKMONT AVE,LARCENY,,,445,NORTHEASTERN,Cedmont,-76.53205,39.34647,"(39.34647, -76.53205)",,,1
06/28/2018,17:00:00,7A,3000 ASCENSION ST,AUTO THEFT,O,,922,SOUTHERN,Cherry Hill,-76.61868,39.24895,"(39.24895, -76.61868)",STREET,,1
06/28/2018,16:45:00,4E,3700 HOWARD PARK AVE,COMMON ASSAULT,O,,622,NORTHWESTERN,Howard Park,-76.69742,39.3343,"(39.3343, -76.69742)",STREET,,1
06/28/2018,16:33:00,6C,2500 N CHARLES ST,LARCENY,I,,512,NORTHERN,Charles Village,-76.61706,39.31819,"(39.31819, -76.61706)",DRUG STORE,,1
06/28/2018,16:15:00,6C,3100 GREENMOUNT AVE,LARCENY,I,,513,NORTHERN,Better Waverly,-76.60938,39.32691,"(39.32691, -76.60938)",DRUG STORE,,1
06/28/2018,16:05:00,4C,3000 SOUTHLAND AVE,AGG. ASSAULT,,OTHER,922,SOUTHERN,Cherry Hill,-76.61804,39.24959,"(39.24959, -76.61804)",,,1
06/28/2018,15:50:00,4E,3300 KENTUCKY AVE,COMMON ASSAULT,,,432,NORTHEASTERN,Belair-Edison,-76.56759,39.32147,"(39.32147, -76.56759)",,,1
06/28/2018,15:45:00,6J,3600 WHITE AVE,LARCENY,,,425,NORTHEASTERN,Glenham-Belhar,-76.54902,39.34902,"(39.34902, -76.54902)",,,1
06/28/2018,15:35:00,4C,3200 SAINT PAUL ST,AGG. ASSAULT,I,OTHER,512,NORTHERN,Charles Village,-76.61584,39.3271,"(39.3271, -76.61584)",OTHER - IN,,1
06/28/2018,15:30:00,7A,200 N AMITY ST,AUTO THEFT,O,,712,WESTERN,Poppleton,-76.63318,39.29159,"(39.29159, -76.63318)",STREET,,1
06/28/2018,15:00:00,6D,100 W FAYETTE ST,LARCENY FROM AUTO,O,,111,CENTRAL,Downtown,-76.61695,39.29036,"(39.29036, -76.61695)",PARKING LO,,1
06/28/2018,14:51:00,4D,5300 CUTHBERT AVE,AGG. ASSAULT,I,HANDS,633,NORTHWESTERN,Arlington,-76.68318,39.34851,"(39.34851, -76.68318)",ROW/TOWNHO,,1
06/28/2018,14:50:00,4E,,COMMON ASSAULT,I,,522,NORTHERN,,,,,APT/CONDO,,1
06/28/2018,14:35:00,4E,2400 LOYOLA NORTHWAY,COMMON ASSAULT,,,533,NORTHERN,Greenspring,-76.65854,39.3388,"(39.3388, -76.65854)",,,1
06/28/2018,14:35:00,6J,100 E LOMBARD ST,LARCENY,O,,111,CENTRAL,Downtown,-76.61355,39.28778,"(39.28778, -76.61355)",STREET,,1
06/28/2018,14:30:00,5A,4900 GOODNOW RD,BURGLARY,I,,443,NORTHEASTERN,Frankford,-76.54891,39.32718,"(39.32718, -76.54891)",APT/CONDO,,1
06/28/2018,14:20:00,5A,1700 N REGESTER ST,BURGLARY,I,,331,EASTERN,Broadway East,-76.59405,39.31001,"(39.31001, -76.59405)",OTHER - IN,,1
06/28/2018,14:00:00,5D,500 E 42ND ST,BURGLARY,O,,542,NORTHERN,Pen Lucy,-76.60916,39.34018,"(39.34018, -76.60916)",SHED/GARAG,,1
06/28/2018,13:45:00,6C,2300 E MONUMENT ST,LARCENY,I,,323,EASTERN,Milton-Montford,-76.58419,39.29879,"(39.29879, -76.58419)",CARRY OUT,,1
06/28/2018,13:30:00,6G,HOWARD ST & W PRATT ST,LARCENY,I,,113,CENTRAL,Downtown West,-76.61923,39.28632,"(39.28632, -76.61923)",RESTAURANT,,1
06/28/2018,13:26:00,4B,700 W PRATT ST,AGG. ASSAULT,I,KNIFE,941,CENTRAL,Ridgely's Delight,-76.62597,39.28609,"(39.28609, -76.62597)",HOSP/NURS.,,1
06/28/2018,13:26:00,4B,700 W PRATT ST,AGG. ASSAULT,I,KNIFE,941,CENTRAL,Ridgely's Delight,-76.62597,39.28609,"(39.28609, -76.62597)",HOSP/NURS.,,1
06/28/2018,13:26:00,4E,700 W PRATT ST,COMMON ASSAULT,I,,941,CENTRAL,Ridgely's Delight,-76.62597,39.28609,"(39.28609, -76.62597)",HOSP/NURS.,,1
06/28/2018,12:45:00,4E,700 GOLD ST,COMMON ASSAULT,O,,742,WESTERN,Sandtown-Winchester,-76.64068,39.30659,"(39.30659, -76.64068)",STREET,,1
06/28/2018,12:45:00,4E,,COMMON ASSAULT,O,,142,CENTRAL,,,,,PARK,,1
06/28/2018,12:44:00,4E,900 ASHBURTON ST,COMMON ASSAULT,O,,721,WESTERN,Mosher,-76.6616,39.29904,"(39.29904, -76.6616)",STREET,,1
06/28/2018,12:30:00,6F,200 S EAST AVE,LARCENY,O,,231,SOUTHEASTERN,Highlandtown,-76.57169,39.28971,"(39.28971, -76.57169)",YARD,,1
06/28/2018,11:20:00,4C,1100 HOMESTEAD ST,AGG. ASSAULT,I,OTHER,513,NORTHERN,Better Waverly,-76.60219,39.32478,"(39.32478, -76.60219)",APT/CONDO,,1
06/28/2018,10:25:00,6C,6600 BELAIR RD,LARCENY,,,445,NORTHEASTERN,Cedmont,-76.53094,39.3545,"(39.3545, -76.53094)",,,1
06/28/2018,10:00:00,4B,2900 BRIGHTON ST,AGG. ASSAULT,I,KNIFE,813,SOUTHWESTERN,Northwest Community Actio,-76.66684,39.3052,"(39.3052, -76.66684)",ROW/TOWNHO,,1
06/28/2018,10:00:00,4E,800 BROOKS LN,COMMON ASSAULT,,,133,CENTRAL,Reservoir Hill,-76.63506,39.31597,"(39.31597, -76.63506)",,,1
06/28/2018,10:00:00,4E,800 BROOKS LN,COMMON ASSAULT,,,133,CENTRAL,Reservoir Hill,-76.63506,39.31597,"(39.31597, -76.63506)",,,1
06/28/2018,10:00:00,6C,5500 PARK HEIGHTS AVE,LARCENY,I,,633,NORTHWESTERN,Arlington,-76.68345,39.35176,"(39.35176, -76.68345)",LIQUOR STO,,1
06/28/2018,10:00:00,6G,1800 W PRATT ST,LARCENY,,,934,SOUTHERN,Carrollton Ridge,-76.64573,39.28519,"(39.28519, -76.64573)",,,1
06/28/2018,9:30:00,6D,4600 ROLAND AVE,LARCENY FROM AUTO,O,,541,NORTHERN,Roland Park,-76.63586,39.34605,"(39.34605, -76.63586)",STREET,,1
06/28/2018,9:00:00,4E,2400 BELAIR RD,COMMON ASSAULT,,,434,NORTHEASTERN,Belair-Edison,-76.57819,39.31766,"(39.31766, -76.57819)",,,1
06/28/2018,9:00:00,6G,0 S BEECHFIELD AVE,LARCENY,,,822,SOUTHWESTERN,Irvington,-76.69321,39.28353,"(39.28353, -76.69321)",,,1
06/28/2018,8:54:00,6C,200 W CHASE ST,LARCENY,,,141,CENTRAL,Mid-Town Belvedere,-76.6197,39.3014,"(39.3014, -76.6197)",,,1
06/28/2018,8:54:00,6C,200 W CHASE ST,LARCENY,,,141,CENTRAL,Mid-Town Belvedere,-76.6197,39.3014,"(39.3014, -76.6197)",,,1
06/28/2018,8:30:00,4C,0 HOLLIDAY ST,AGG. ASSAULT,,OTHER,111,CENTRAL,Downtown,-76.61042,39.29332,"(39.29332, -76.61042)",,,1
06/28/2018,8:00:00,6E,2800 W LAFAYETTE AVE,LARCENY,O,,721,WESTERN,Mosher,-76.66345,39.29807,"(39.29807, -76.66345)",STREET,,1
06/28/2018,7:45:00,5E,3800 CEDARDALE RD,BURGLARY,I,,643,NORTHWESTERN,Ashburton,-76.67264,39.33132,"(39.33132, -76.67264)",ROW/TOWNHO,,1
06/28/2018,7:38:00,4E,400 N ROSE ST,COMMON ASSAULT,I,,221,SOUTHEASTERN,McElderry Park,-76.5814,39.29638,"(39.29638, -76.5814)",ROW/TOWNHO,,1
06/28/2018,7:20:00,5A,3900 CHATHAM RD,BURGLARY,I,,621,NORTHWESTERN,Dorchester,-76.68352,39.33048,"(39.33048, -76.68352)",ROW/TOWNHO,,1
06/28/2018,6:50:00,6E,100 W FAYETTE ST,LARCENY,I,,111,CENTRAL,Downtown,-76.61695,39.29036,"(39.29036, -76.61695)",GARAGE ON,,1
06/28/2018,6:30:00,5A,4000 HIGHLAND AVE,BURGLARY,,,913,SOUTHERN,Brooklyn,-76.60532,39.23224,"(39.23224, -76.60532)",,,1
06/28/2018,4:52:00,6D,3700 CHESHOLM RD,LARCENY FROM AUTO,I,,812,SOUTHWESTERN,Fairmont,-76.6822,39.30967,"(39.30967, -76.6822)",ROW/TOWNHO,,1
06/28/2018,4:50:00,5D,1300 GUILFORD AVE,BURGLARY,O,,141,CENTRAL,Mid-Town Belvedere,-76.6121,39.30519,"(39.30519, -76.6121)",SHED/GARAG,,1
06/28/2018,3:23:00,9S,2200 AIKEN ST,SHOOTING,,FIREARM,342,EASTERN,East Baltimore Midway,-76.5994,39.31512,"(39.31512, -76.5994)",Street,,1
06/28/2018,3:58:00,3AK,"2300 EASTERN BLVD, BCO",ROBBERY - STREET,,KNIFE,221,SOUTHEASTERN,Patterson Park,-76.58421,39.28598,"(39.28598, -76.58421)",,,1
06/28/2018,3:30:00,4A,2200 AIKEN ST,AGG. ASSAULT,O,FIREARM,342,EASTERN,East Baltimore Midway,-76.5994,39.31512,"(39.31512, -76.5994)",STREET,,1
06/28/2018,3:30:00,5A,800 N CAREY ST,BURGLARY,,,713,WESTERN,Harlem Park,-76.63864,39.29856,"(39.29856, -76.63864)",,,1
06/28/2018,2:15:00,4B,1600 UNION AVE,AGG. ASSAULT,O,KNIFE,531,NORTHERN,Hampden,-76.64106,39.33201,"(39.33201, -76.64106)",STREET,,1
06/28/2018,1:55:00,5D,6000 CHARLESMEAD AVE,BURGLARY,I,,523,NORTHERN,Bellona-Gittings,-76.62324,39.37127,"(39.37127, -76.62324)",GARAGE ON,,1
06/28/2018,1:55:00,6D,2300 BELAIR RD,LARCENY FROM AUTO,O,,431,NORTHEASTERN,Clifton Park,-76.57817,39.31776,"(39.31776, -76.57817)",PARKING LO,,1
06/28/2018,1:23:00,5D,6700 REISTERSTOWN RD,BURGLARY,I,,631,NORTHWESTERN,Reisterstown Station,-76.70662,39.35929,"(39.35929, -76.70662)",SPECIALTY,,1
06/28/2018,1:20:00,5D,3900 S HANOVER ST,BURGLARY,I,,913,SOUTHERN,Brooklyn,-76.61145,39.23481,"(39.23481, -76.61145)",BAR,,1
06/28/2018,1:00:00,4D,700 S CURLEY ST,AGG. ASSAULT,I,HANDS,232,SOUTHEASTERN,Canton,-76.5749,39.28377,"(39.28377, -76.5749)",ROW/TOWNHO,,1
06/28/2018,1:00:00,6D,3700 DUNCANWOOD LN,LARCENY FROM AUTO,O,,333,EASTERN,Orangeville Industrial Ar,-76.56849,39.30886,"(39.30886, -76.56849)",PARKING LO,,1
06/28/2018,1:00:00,6J,3100 W BELVEDERE AVE,LARCENY,O,,633,NORTHWESTERN,Pimlico Good Neighbors,-76.67442,39.34982,"(39.34982, -76.67442)",STREET,,1
06/28/2018,0:55:00,4E,FALLS PY & REISTERSTOWN RD,COMMON ASSAULT,O,,731,WESTERN,Parkview/Woodbrook,-76.65061,39.31679,"(39.31679, -76.65061)",STREET,,1
06/28/2018,0:55:00,4E,FALLS PY & REISTERSTOWN RD,COMMON ASSAULT,O,,731,WESTERN,Parkview/Woodbrook,-76.65061,39.31679,"(39.31679, -76.65061)",STREET,,1
06/28/2018,0:10:00,3AJF,700 VINE ST,ROBBERY - CARJACKING,O,FIREARM,122,CENTRAL,Poppleton,-76.62945,39.29063,"(39.29063, -76.62945)",STREET,,1
06/28/2018,0:02:00,3AK,400 S CLINTON ST,ROBBERY - STREET,O,KNIFE,231,SOUTHEASTERN,Highlandtown,-76.57004,39.28708,"(39.28708, -76.57004)",STREET,,1
06/28/2018,0:00:00,6D,2500 HOLLINS ST,LARCENY FROM AUTO,I,,842,SOUTHWESTERN,Shipley Hill,-76.65842,39.28667,"(39.28667, -76.65842)",OTHER - IN,,1
06/27/2018,23:30:00,6D,5400 JONQUIL AVE,LARCENY FROM AUTO,O,,633,NORTHWESTERN,Arlington,-76.68609,39.34979,"(39.34979, -76.68609)",ALLEY,,1
06/27/2018,23:00:00,4C,2500 W PATAPSCO AVE,AGG. ASSAULT,,OTHER,923,SOUTHERN,Lakeland,-76.65093,39.25235,"(39.25235, -76.65093)",,,1
06/27/2018,23:00:00,6E,4700 WAKEFIELD RD,LARCENY,O,,641,NORTHWESTERN,West Forest Park,-76.69528,39.31863,"(39.31863, -76.69528)",PARKING LO,,1
06/27/2018,23:00:00,6F,200 S CLINTON ST,LARCENY,O,,231,SOUTHEASTERN,Highlandtown,-76.57017,39.28908,"(39.28908, -76.57017)",STREET,,1
06/27/2018,22:55:00,3AF,1400 BOLTON ST,ROBBERY - STREET,,FIREARM,132,CENTRAL,Bolton Hill,-76.62528,39.30631,"(39.30631, -76.62528)",,,1
06/27/2018,22:23:00,5A,300 E BELVEDERE AVE,BURGLARY,,,523,NORTHERN,Rosebank,-76.61471,39.36434,"(39.36434, -76.61471)",,,1
06/27/2018,22:22:00,4B,900 NOTTINGHAM RD,AGG. ASSAULT,O,KNIFE,823,SOUTHWESTERN,West Hills,-76.70666,39.29771,"(39.29771, -76.70666)",PARKING LO,,1
06/27/2018,22:15:00,5A,4400 FAIRFAX RD,BURGLARY,I,,641,NORTHWESTERN,West Forest Park,-76.68954,39.31972,"(39.31972, -76.68954)",APT/CONDO,,1
06/27/2018,21:50:00,3AF,2500 MARBOURNE AVE,ROBBERY - STREET,O,FIREARM,923,SOUTHERN,Lakeland,-76.64732,39.25314,"(39.25314, -76.64732)",STREET,,1
06/27/2018,21:47:00,4E,4000 FREDERICK AVE,COMMON ASSAULT,,,833,SOUTHWESTERN,Irvington,-76.68336,39.28171,"(39.28171, -76.68336)",,,1
06/27/2018,21:00:00,4B,1900 WALBROOK AVE,AGG. ASSAULT,,KNIFE,731,WESTERN,Mondawmin,-76.64893,39.31087,"(39.31087, -76.64893)",,,1
06/27/2018,21:00:00,4B,1900 WALBROOK AVE,AGG. ASSAULT,,KNIFE,731,WESTERN,Mondawmin,-76.64893,39.31087,"(39.31087, -76.64893)",,,1
06/27/2018,20:34:00,9S,2600 BOONE ST,SHOOTING,,FIREARM,513,NORTHERN,Better Waverly,-76.60866,39.31967,"(39.31967, -76.60866)",Street,,1
06/27/2018,20:44:00,4E,LOMBARD ST & S CAREY ST,COMMON ASSAULT,I,,931,SOUTHERN,Hollins Market,-76.63802,39.28655,"(39.28655, -76.63802)",APT/CONDO,,1
06/27/2018,20:37:00,4C,AV & W NORTH AV,AGG. ASSAULT,,OTHER,131,WESTERN,Druid Heights,-76.64251,39.31006,"(39.31006, -76.64251)",,,1
06/27/2018,20:30:00,7A,2100 E BALTIMORE ST,AUTO THEFT,,,212,SOUTHEASTERN,Butcher's Hill,-76.58733,39.29181,"(39.29181, -76.58733)",,,1
06/27/2018,20:15:00,4C,500 OTTERBEIN ST,AGG. ASSAULT,O,OTHER,932,SOUTHERN,Washington Village/Pigtow,-76.62811,39.2825,"(39.2825, -76.62811)",STREET,,1
06/27/2018,20:00:00,6C,HOWARD ST & W 23RD ST,LARCENY,,,511,NORTHERN,Old Goucher,-76.61956,39.31517,"(39.31517, -76.61956)",,,1
06/27/2018,20:00:00,6D,3200 LAWNVIEW AVE,LARCENY FROM AUTO,,,434,NORTHEASTERN,Belair-Edison,-76.57298,39.31946,"(39.31946, -76.57298)",,,1
06/27/2018,20:00:00,6D,1000 BINNEY ST,LARCENY FROM AUTO,O,,232,SOUTHEASTERN,Canton,-76.57784,39.2809,"(39.2809, -76.57784)",STREET,,1
06/27/2018,20:00:00,6E,4400 FALLS BRIDGE DR,LARCENY,I,,541,NORTHERN,Medfield,-76.64571,39.34207,"(39.34207, -76.64571)",APT/CONDO,,1
06/27/2018,19:30:00,5D,2100 MCCULLOH ST,BURGLARY,I,,131,CENTRAL,Druid Heights,-76.63573,39.309,"(39.309, -76.63573)",OTHER - IN,,1
